sentence_id,at,content,sentiment,category
review_11550_1,2025-07-26 14:06:27,Kenapa gak bisa chat driver???,negative,app
review_11550_2,2025-07-26 14:06:27,Aplikasi apaan ini jd miskom terus..,negative,app
review_11550_3,2025-07-26 14:06:27,payah ini aplikasi👎👎👎👎👎👎,negative,app
review_11551_1,2025-07-26 14:05:37,udah beberapa kali naik gojek...,neutral,service
review_11551_2,2025-07-26 14:05:37,foto drivernya beda dg aplikasi...,negative,app
review_11551_3,2025-07-26 14:05:37,"no polisi kendaraan jg beda, jadi takut naik gojek,jangan2 penjahat lagi nyamar",negative,service
review_11552_1,2025-07-26 14:04:42,"selama pakai aplikasi ini,baru x ini kecewa.",negative,app
review_11552_2,2025-07-26 14:04:42,"pesan makanan di tunggu sampai 1 jam,tiba2 orderan di batalkan dari aplikasi.",negative,service
review_11553_1,2025-07-26 13:41:40,sangat membantu,positive,none
review_11554_1,2025-07-26 13:35:34,ramah dan sopan,positive,none
review_11555_1,2025-07-26 13:32:51,baru pake,neutral,none
review_11556_1,2025-07-26 13:30:29,"Untuk pelanggan GOJEK, mohon klo order GORIDE.",neutral,service
review_11556_2,2025-07-26 13:30:29,jangan membatalkan orderan.,negative,service
review_11556_3,2025-07-26 13:30:29,"driver sudah sampai di titik jemput, orderan di batalkan oleh pelanggan.",negative,service
review_11556_4,2025-07-26 13:30:29,"kasian driver, dari titik driver berada ke titik pelanggan.",neutral,service
review_11556_5,2025-07-26 13:30:29,driver itu menggunakan BENSIN dan TENAGA.,neutral,none
review_11556_6,2025-07-26 13:30:29,"kadang ada juga pelanggan ngorder, setelan driver di pertengahan jalan.",negative,service
review_11556_7,2025-07-26 13:30:29,orderan di batalkan oleh pelanggan.,neutral,service
review_11557_1,2025-07-26 13:10:56,"gojek gak mau merubah sistem yang memesan makanan kah, bisa 1 jam lebih driver belum dapat",negative,service
review_11557_2,2025-07-26 13:10:56,"padahal banyak driver yang diem nunggu orderan, cobalah keluar cari tau dilapangan, pas laper nunggu makanan keterima driver 1 jam itu sudah lama banget looo",negative,service
review_11558_1,2025-07-26 13:10:48,mantaplah untuk kemudahan dalqm bertransaksi,positive,none
review_11559_1,2025-07-26 13:05:24,"order gofood sudah menunggu selama 1 jam tiba2 orderan dicancel dg alasan kesalahan jaringan, bahkan dihistory pemesanan jg tdk dimunculkan, anak2 saya sdh kelaparan menunggu orderan malah dibatalkan.",negative,service
review_11559_2,2025-07-26 13:05:24,pengalaman yg sangat mengecewakan.,negative,none
review_11561_1,2025-07-26 11:54:12,di media sudah ramai diberitakan sejumlah merk beras oplosan dan di bawah standard.,neutral,none
review_11561_2,2025-07-26 11:54:12,mengapa GO-MART masih menjajakan merk-merk tersebut?,negative,service
review_11561_3,2025-07-26 11:54:12,yuuk putus kemitraan buat distributor beras yg curang itu...,negative,service
review_11562_1,2025-07-26 11:53:58,sangat membantu,positive,none
review_11563_1,2025-07-26 11:53:30,bagus si cuma minus nya knpa coba selalu tidak ada kembalian,negative,service
review_11564_1,2025-07-26 11:52:25,banyak mobil XL.,neutral,none
review_11564_2,2025-07-26 11:52:25,tapi pas datang ga XL.,negative,service
review_11564_3,2025-07-26 11:52:25,atau gocar comfort,neutral,app
review_11564_4,2025-07-26 11:52:25,tp kayak yg biasa.,neutral,none
review_11564_5,2025-07-26 11:52:25,suka ada driver ga sopan dan teriak2 ga jelas.,negative,service
review_11565_1,2025-07-26 11:41:26,ok,positive,none
review_11566_1,2025-07-26 11:37:43,mantap,positive,none
review_11567_1,2025-07-26 11:31:02,Gojek selalu membantu tranfortasi,positive,service
review_11568_1,2025-07-26 11:30:01,sangat membantu,positive,none
review_11569_1,2025-07-26 11:26:09,enak dan nyaman,positive,none
review_11570_1,2025-07-26 11:25:56,bgs pokny,positive,none
review_11572_1,2025-07-26 10:48:02,cocok,positive,none
review_11573_1,2025-07-26 10:46:13,Cukup akurat dan membantu,positive,none
review_11574_1,2025-07-26 10:14:09,baik,positive,none
review_11575_1,2025-07-26 10:05:02,"nahh gth dong semakin di perbarui semakin lancar jangan mengecewakan pemakai apk ,God job 👍🏽😉",positive,app
review_11576_1,2025-07-26 10:04:40,"15 jam gak dikasih order, buat laporan gak direspon, reguler anyep, yg di slotin lancar, cuma di apk pelanggan aja nih yang di respon",negative,app dan service
review_11577_1,2025-07-26 10:03:56,oke,positive,none
review_11578_1,2025-07-26 10:02:25,good,positive,none
review_11579_1,2025-07-26 09:52:13,aku suka apl ini,positive,app
review_11580_1,2025-07-26 09:44:59,ok sihhh,positive,none
review_11581_1,2025-07-26 09:35:43,bagusssssss,positive,none
review_11582_1,2025-07-26 09:08:06,Good aplikasi,positive,app
review_11583_1,2025-07-26 08:55:29,driver ramah,positive,service
review_11584_1,2025-07-26 08:53:23,ok,positive,none
review_11585_1,2025-07-26 08:49:12,sangat nyaman aman dn tepat wakru penjemputan serta ramah driver y,positive,service
review_11586_1,2025-07-26 08:47:51,"ongkosnya mahal amat pak , udah pake gojek g dapat ini promo antar makanannya buat saya buat driver kasih lah promo setiap beli makanan di gofood...",negative,service
review_11587_1,2025-07-26 08:26:48,Alhamdulillaah.,positive,none
review_11587_2,2025-07-26 08:26:48,mohon maaf admin.,neutral,none
review_11587_3,2025-07-26 08:26:48,mau tanya.,neutral,none
review_11587_4,2025-07-26 08:26:48,ada pilihan untuk driver perempuan ga ya di aplikasi ini?,neutral,app
review_11588_1,2025-07-26 08:19:18,bagus,positive,none
review_11589_1,2025-07-26 08:18:47,"lama sekali, komplain gofood respon tidak ada kelanjutan...",negative,service
review_11589_2,2025-07-26 08:18:47,mending beralih ke sebelah 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,negative,service
review_11590_1,2025-07-26 08:18:44,sangatlah membantu,positive,none
review_11591_1,2025-07-26 08:06:02,Belum lihat harga argonya berapa kok sudah otomatis pesan driver...,negative,app
review_11591_2,2025-07-26 08:06:02,Masih di setting alamat tujuan kok udah otomatis pesan..,negative,app
review_11591_3,2025-07-26 08:06:02,aplikasi aneh,negative,app
review_11592_1,2025-07-26 07:57:44,Alhamdulillah pelayanan sudah kembali fast respon .,positive,service
review_11592_2,2025-07-26 07:57:44,Terimakasih banyak atas bantuannya.,positive,service
review_11592_3,2025-07-26 07:57:44,Selalu fast respon dimana pun customer berada.,positive,service
review_11593_1,2025-07-26 07:54:29,"login pake email kek, login cuman pake nomor..",negative,app
review_11593_2,2025-07-26 07:54:29,klo nomer lgi gaada gimana..,negative,service
review_11593_3,2025-07-26 07:54:29,mikirrrrr,neutral,none
review_11594_1,2025-07-26 07:45:15,luar biasa,positive,none
review_11595_1,2025-07-26 07:31:36,top,neutral,none
review_11596_1,2025-07-26 07:30:26,sangat membantu,positive,none
review_11597_1,2025-07-26 07:19:50,sudah direpotin buat² surat pernyataan sampe beli materai dan ujung²nya ditolak lantas buat apa itu semua c0 k,negative,service
review_11598_1,2025-07-26 07:01:53,ok,positive,none
review_11599_1,2025-07-26 06:47:00,terimakasih,positive,none
review_11600_1,2025-07-26 06:34:45,seneng bisa pkai gojek lagi.,positive,none
review_11600_2,2025-07-26 06:34:45,tapi utk food,neutral,service
review_11600_3,2025-07-26 06:34:45,biarpun pkai yg hemat dptnya msh lebih mahal dr aplikasi ijo sebelah.,negative,service
review_11600_4,2025-07-26 06:34:45,jgn mhl2 ongkirnya,negative,service
review_11601_1,2025-07-26 06:31:53,ntah kenapa setelah update ke lag terus,negative,app
review_11602_1,2025-07-26 06:16:34,mudah dan cepat,positive,none
review_11603_1,2025-07-26 06:10:12,mantap,positive,none
review_11604_1,2025-07-26 06:06:42,good,positive,none
review_11605_1,2025-07-26 05:58:22,sumpah ya gojek makin kesini makin ga bgt.,negative,service
review_11605_2,2025-07-26 05:58:22,udh lah sorry to say gw uninstall abis ini.,negative,app
review_11605_3,2025-07-26 05:58:22,setiap beli makan dimintain parkir,negative,service
review_11605_4,2025-07-26 05:58:22,padahal di grab ga gt.,negative,app dan service
review_11605_5,2025-07-26 05:58:22,"terus kl kita nanya pasti lgsg di cancel, ujung²nya jadi lama",negative,service
review_11605_6,2025-07-26 05:58:22,padahal pake nya bukan hemat.,negative,service
review_11605_7,2025-07-26 05:58:22,tau gt pake grab aja beda 1k-2k doang.,negative,service
review_11605_8,2025-07-26 05:58:22,makasih ya gojek 👍,positive,service
review_11606_1,2025-07-26 05:48:00,mantap,positive,none
review_11607_1,2025-07-26 05:46:27,Aplikasi ini sangat membantu untuk kaum mageran seperti saya hhaa,positive,app
review_11608_1,2025-07-26 05:44:06,menyenangkan,positive,none
review_11609_1,2025-07-26 05:37:50,chat le driver dan telpon ke driver suka masuk.,negative,service
review_11609_2,2025-07-26 05:37:50,sekalinya bisa ditelpon hanya 10detik.,negative,service
review_11609_3,2025-07-26 05:37:50,setelah itu seperti orang bodoh halo halo sendiri.,negative,app
review_11610_1,2025-07-26 05:25:16,"aku dh lama langganan di gojek,",positive,service
review_11610_2,2025-07-26 05:25:16,tpi baru kali ini dibikin kesel,negative,service
review_11610_3,2025-07-26 05:25:16,karena pesanan yg baru satu detik masuk langsung dikonfirmasi tanpa ada timer ingin membatalkan biasanya ada ini ga ada.,negative,app
review_11610_4,2025-07-26 05:25:16,makanan seharga 80 rb cm dapet 1 biji,negative,service
review_11610_5,2025-07-26 05:25:16,karena kepencet ga bisa dibatalkan,negative,app
review_11610_6,2025-07-26 05:25:16,pdhl biasa nya ada timer untk cancel,negative,app
review_11611_1,2025-07-26 05:19:52,"driver nya banyak yg ngeselin, terutama go car, dijalan ngeluh terus, ac rata² mati,bawa mobilnya juga ugal²an",negative,service
review_11612_1,2025-07-26 05:17:46,gojek ini tarif semakin mahal.,negative,service
review_11612_2,2025-07-26 05:17:46,bnyak la biaya penanganan aplikasi.,negative,app
review_11612_3,2025-07-26 05:17:46,tp tidak sesuai dgn jaminan tepat waktu.,negative,service
review_11612_4,2025-07-26 05:17:46,bnyak la lambat nya.,negative,service
review_11612_5,2025-07-26 05:17:46,lama2 beralih juga ke aplikasi lain.,negative,service
review_11613_1,2025-07-26 05:01:03,PERCUMA PERUSAHAAAN GEDE GAPUNYA LIVE CS AGENTTT TOLLLLLL,negative,service
review_11614_1,2025-07-26 04:50:35,mantap sayank,positive,none
review_11615_1,2025-07-26 04:41:22,sangat membantu keseharian,positive,none
review_11616_1,2025-07-26 04:39:02,aplikasi eror terus dari kemarin jadinya ga bisa di gunakan heh,negative,app
review_11617_1,2025-07-26 04:25:55,cepat dan tepat,positive,none
review_11618_1,2025-07-26 04:10:50,good,positive,none
review_11619_1,2025-07-26 03:55:18,ok,positive,none
review_11620_1,2025-07-26 03:42:42,bagus sih..,positive,none
review_11620_2,2025-07-26 03:42:42,tp bisa jgn terlalu mahal biaya transportnya ..,negative,service
review_11621_1,2025-07-26 03:08:16,"Tidak bisa membatalkan pesanan dr driver, pembeli, resto sama dr gojeknya",negative,app dan service
review_11622_1,2025-07-26 02:55:41,sangat membantu,positive,none
review_11623_1,2025-07-26 02:42:58,terima kasih,positive,none
review_11624_1,2025-07-26 02:32:40,sngt membantu skli,positive,none
review_11625_1,2025-07-26 02:12:16,sangat membantu,positive,none
review_11626_1,2025-07-26 02:09:31,driver ramah sopan.,positive,service
review_11626_2,2025-07-26 02:09:31,mengemudi dgn baik 👍🏻👍🏻👍🏻,positive,service
review_11627_1,2025-07-26 02:04:56,"mantap sy senang memakai aplikasi Gojek, semoga tetap berkembang tambah baik lagi",positive,none
review_11628_1,2025-07-26 01:50:54,mantap,positive,none
review_11629_1,2025-07-26 01:50:04,"tidak bisa dapat driver gocar atau gosend car, selalu jauh dan banyak alasan",negative,service
review_11629_2,2025-07-26 01:50:04,"padahal lokasi saya di pusat kota, setelah dapat driver dekat mala cepat di cencel oleh driver itu sendiri",negative,service
review_11630_1,2025-07-26 01:33:16,keren sih,positive,none
review_11631_1,2025-07-26 01:07:12,gg gojeknya sampai tepat waktu,positive,service
review_11632_1,2025-07-26 00:59:12,terimakasih,positive,none
review_11633_1,2025-07-26 00:56:01,Denah Lokasi Yang Dicantumkan Sering Tidak Tepat,negative,app
review_11633_2,2025-07-26 00:56:01,walaupun dicoba berkali kali Dan Juga Sering Mendapatkan Driver Yang Sangat jauh,negative,service
review_11634_1,2025-07-26 00:54:24,apk nya lambat bet dah,negative,app
review_11634_2,2025-07-26 00:54:24,padahal jaringan lumayan bagus,negative,app
review_11635_1,2025-07-26 00:49:53,keren,positive,none
review_11636_1,2025-07-26 00:48:23,ramah,positive,none
review_11637_1,2025-07-26 00:37:52,perfect,positive,none
review_11638_1,2025-07-26 00:34:47,happy pastinya pakai aplikasi gojek,positive,service
review_11639_1,2025-07-26 00:30:10,tiga dulu,neutral,none
review_11639_2,2025-07-26 00:30:10,karna belum bisa menggunakan paylater,neutral,app
review_11640_1,2025-07-26 00:26:47,ok bnget,positive,none
review_11641_1,2025-07-26 00:12:51,tidak ada bosannya dan memuaskan pelanggan,positive,none
review_11642_1,2025-07-25 23:54:02,"perjalanan aman, sikap pengemudi sopan",positive,service
review_11643_1,2025-07-25 23:43:30,okeee,positive,none
review_11644_1,2025-07-25 23:01:45,"terkadang driver melakukan sesuatu yg diluar protokol gojek seperti memberi pesanan tanpa mengabarkan kalau pesanan sudah di antar,kadang juga mengcancel pelamggan secara tiba""",negative,service
review_11645_1,2025-07-25 22:52:18,best,positive,none
review_11646_1,2025-07-25 21:26:46,ok,positive,none
review_11647_1,2025-07-25 21:02:34,mantappppp,positive,none
review_11648_1,2025-07-25 20:59:25,selalu ada pas lagi di butuhkan pelayanan mantap tingkatkan terus ya good Luck,positive,service
review_11649_1,2025-07-25 18:26:08,"Mudah dan sangat praktis penggunaannya,semoga semakin maju.",positive,none
review_11650_1,2025-07-25 16:46:18,nice,positive,none
review_11651_1,2025-07-25 16:28:46,terbaiiikkk 🤍🤍🤍🤍,positive,none
review_11652_1,2025-07-25 15:45:21,"dari saya bintang dua ya, soalnya suka bermasalah sama sinyal, harus bener bener kuat banget sinyal nya baru bisa,klw sinyal lup lep kacau,",negative,app
review_11652_2,2025-07-25 15:45:21,tapi saya coba aplikasi lain bisa ko,negative,app
review_11653_1,2025-07-25 15:40:24,lemottt banget ya allah,negative,app
review_11654_1,2025-07-25 15:35:01,sangat membantu dikala dalam keadaan darurat,positive,none
review_11655_1,2025-07-25 15:08:19,sangat membantu,positive,none
review_11656_1,2025-07-25 14:48:17,"sangat kecewa dengan sistem gojek yg punya sekarang soalnya saya dari tadi udh ke pusat bantuan buat batalkan pesanan gofood malahan gak di respon², udh gitu bayar cash segala saya nya..",negative,service
review_11656_2,2025-07-25 14:48:17,ANEHH SI GOJEK,negative,app
review_11657_1,2025-07-25 14:38:14,Mantap,positive,none
review_11658_1,2025-07-25 14:29:26,setelah di update sekarang di klik malah suka hang ga mau berubah,negative,app
review_11659_1,2025-07-25 14:08:39,lebih mudah,positive,none
review_11660_1,2025-07-25 13:54:00,untung ada gojek,positive,service
review_11661_1,2025-07-25 13:53:42,sangat memudahkan aktivitas sehari-hari,positive,none
review_11662_1,2025-07-25 13:50:34,sekarang app nya berasa lemot banget,negative,app
review_11663_1,2025-07-25 13:35:39,bagus,positive,none
review_11664_1,2025-07-25 12:59:36,mantap.,positive,none
review_11665_1,2025-07-25 12:38:04,aplikasi gak di rekomendasikan kan,negative,app
review_11666_1,2025-07-25 12:36:10,The Best E-Wallet in Indonesia,positive,none
review_11667_1,2025-07-25 12:27:08,ngga jelas sering log out sendiri anehhh,negative,app
review_11668_1,2025-07-25 12:10:14,"udah nunggu lama, orderan malah di cancle, dan gk bisa cancle orderan sendiri, gk mungkin resto buatin mkanan klo blm dpt driver, itu fakta lapangan!",negative,service
review_11668_2,2025-07-25 12:10:14,dan skrng saya kelaparan,negative,none
review_11669_1,2025-07-25 12:02:22,baik d tenang bawa kendaraan nya,positive,service
review_11670_1,2025-07-25 11:58:36,Aktivitas jadi Lebih Mudah,positive,none
review_11671_1,2025-07-25 11:57:16,gojek tetap terdepan,positive,none
review_11672_1,2025-07-25 11:55:46,good goodd,positive,none
review_11673_1,2025-07-25 11:55:24,keren dah,positive,none
review_11674_1,2025-07-25 11:36:40,"driver gocar jarang mau ambil pesanan, disaat kita butuh mau ke rs",negative,service
review_11674_2,2025-07-25 11:36:40,"tp drivernya gk mau ambil pesanan, beda sama yg sebelah, saya sdh beberapa kali pesan",negative,service
review_11674_3,2025-07-25 11:36:40,"tp gk mau terima, jaraknya juga masih sekitar 5 kman",negative,service
review_11675_1,2025-07-25 11:27:58,saya selalu bayar tepat waktu,positive,service
review_11675_2,2025-07-25 11:27:58,tapi kena blokir.,negative,service
review_11675_3,2025-07-25 11:27:58,gak jelas ini aplikasi.,negative,app
review_11676_1,2025-07-25 11:17:41,bagus,positive,none
review_11677_1,2025-07-25 11:02:14,easy to use,positive,none
review_11678_1,2025-07-25 11:00:15,aplikasi yang sangat bagus,positive,none
review_11679_1,2025-07-25 10:53:56,Pengalaman yang buruk dengan Gojek.,negative,service
review_11679_2,2025-07-25 10:53:56,Saya pesan barang di Tokopedia dan saya pilih kurir instant,neutral,none
review_11679_3,2025-07-25 10:53:56,karena diburu waktu.,neutral,none
review_11679_4,2025-07-25 10:53:56,"Dari Kota Lama ke Kuningan, driver selalu membatalkan untuk mengambil pesanan.",negative,service
review_11679_5,2025-07-25 10:53:56,Sudah lebih dari tiga driver membatalkan ketika saya menulis ulasan ini.,negative,service
review_11679_6,2025-07-25 10:53:56,Kalau tidak ada tindakan tegas untum driver yg terus membatalkan pesanan.,negative,service
review_11679_7,2025-07-25 10:53:56,Maka Gojek adalah aplikasi layanan dengan pengalaman pelanggan terburuk yang pernah saya gunakan.,negative,app dan service
review_11679_8,2025-07-25 10:53:56,Sekian ulasan kekecewaan dari saya.,negative,service
review_11679_9,2025-07-25 10:53:56,Terima kasih.,positive,none
review_11680_1,2025-07-25 10:50:08,"Sejak dulu hingga sekarang selalu pakai gojek, selalu banyak promo diskon",positive,service
review_11681_1,2025-07-25 09:45:35,mohon maaf saya memiliki uang Rp 50.000.,neutral,none
review_11681_2,2025-07-25 09:45:35,dan tiba tiba ada transaksi asing ke google play dan saya kehilangan duit.,negative,app
review_11681_3,2025-07-25 09:45:35,mohon dalam history pembayaran yang belum digunakan,neutral,app
review_11681_4,2025-07-25 09:45:35,agar di sediakan fitur batalkan transaksi untuk refund.,negative,app
review_11681_5,2025-07-25 09:45:35,Terimakasih🙏,positive,none
review_11682_1,2025-07-25 09:43:01,senang dgn gojek,positive,none
review_11683_1,2025-07-25 09:42:34,suka sm gofood nya aja soalnya drivernya cpt banget nganternya dan banyak dpt diskon,positive,service
review_11684_1,2025-07-25 09:32:05,memudahkan dan sering ada promo,positive,service
review_11685_1,2025-07-25 09:16:42,"menyenang, tempat yg dituju jadi terasa deket",positive,none
review_11686_1,2025-07-25 08:47:43,bagus,positive,none
review_11687_1,2025-07-25 08:27:11,aku suka gojek,positive,none
review_11688_1,2025-07-25 08:16:43,"sekarang gojek semakin oke, driver nya pada sopan dan baik",positive,service
review_11689_1,2025-07-25 08:08:54,Terpercaya 👍👍👍,positive,none
review_11690_1,2025-07-25 07:51:43,Apk yg berguna sekali,positive,none
review_11691_1,2025-07-25 07:51:02,Saya ga bisa instal aplikasi ini,negative,app
review_11692_1,2025-07-25 07:44:31,aman dan amanah,positive,none
review_11693_1,2025-07-25 07:41:23,drivernya di warah lagi tolong gojek kebanyakan preman.,negative,service
review_11694_1,2025-07-25 07:41:09,bagus,positive,none
review_11695_1,2025-07-25 07:27:53,mantul,positive,none
review_11696_1,2025-07-25 07:21:53,"tolong kepada developer gojek yang terhormat, bisakah di setiap driver selain memberikan nama dan plat nomor, bisa tidak untuk berikan merk motor dan nama type motor atau kendaraan lainnya...",negative,app
review_11696_2,2025-07-25 07:21:53,"jangan seperti saya kejadian salah orang, saya pikir tadi driver tau nya ojek biasa...",negative,service
review_11696_3,2025-07-25 07:21:53,tolong sekali lagi update dan tambahkan fitur tersebut terima kasih,positive,app
review_11697_1,2025-07-25 07:17:30,lumayan,positive,none
review_11698_1,2025-07-25 07:14:36,mantab,positive,none
review_11699_1,2025-07-25 07:03:36,enak mantap,positive,none
review_11700_1,2025-07-25 06:55:47,"sudah bagus, cuman",positive,none
review_11700_2,2025-07-25 06:55:47,kalo aku pencet yang comfort kenapa sepedanya datang ny sepeda yang kecil,negative,service
review_11701_1,2025-07-25 06:53:41,"apk tolol, mau tutup akun doang di persulit.",negative,app
review_11701_2,2025-07-25 06:53:41,mau upgrade ke gopay plus juga di persulit emang anj,negative,app
review_11702_1,2025-07-25 06:50:27,membantu sekali,positive,none
review_11703_1,2025-07-25 06:50:13,aplikasinya sering errror kadang2 ga bs chat di android terbaru,negative,app
review_11704_1,2025-07-25 06:37:07,ok,positive,none
review_11706_1,2025-07-25 06:34:03,good,positive,none
review_11707_1,2025-07-25 06:29:01,"enak, cepat, ramah...",positive,service
review_11707_2,2025-07-25 06:29:01,mantul lah pokoke,positive,none
review_11708_1,2025-07-25 06:04:01,aman,positive,none
review_11709_1,2025-07-25 05:57:52,ok,positive,none
review_11710_1,2025-07-25 05:48:32,sangat bisa diandalkan,positive,none
review_11710_2,2025-07-25 05:48:32,kalo sedang males keluar,neutral,service
review_11711_1,2025-07-25 05:46:23,very good,positive,none
review_11712_1,2025-07-25 05:12:46,enakkk banget favorit pokoknyaa,positive,service
review_11713_1,2025-07-25 05:04:23,mantap,positive,none
review_11714_1,2025-07-25 05:01:32,praktis,positive,none
review_11715_1,2025-07-25 05:00:53,orang,neutral,none
review_11715_2,2025-07-25 05:00:53,kalo beli makan jangan mahal-mahal apa males banget belinya.,negative,service
review_11716_1,2025-07-25 04:53:43,sangat terbantu,positive,none
review_11717_1,2025-07-25 04:33:54,baik dan bagus,positive,none
review_11718_1,2025-07-25 04:31:16,mantap selalu membantu... 🙏,positive,none
review_11719_1,2025-07-25 04:27:09,Okeee punya,positive,none
review_11720_1,2025-07-25 04:23:34,saya udh update aplikasi kenapa tidak bisa masuk ya tolong di bantu,negative,app
review_11721_1,2025-07-25 04:22:20,bagus lebih gampang,positive,none
review_11722_1,2025-07-25 04:03:20,Mantab,positive,none
review_11723_1,2025-07-25 04:03:17,mantap,positive,none
review_11724_1,2025-07-25 03:44:16,oke,positive,none
review_11725_1,2025-07-25 02:59:49,baik skali,positive,none
review_11726_1,2025-07-25 02:46:38,puas dengan pelayanan,positive,service
review_11727_1,2025-07-25 02:42:36,sangat berguna buat kita semua,positive,none
review_11728_1,2025-07-25 02:30:06,"HANYA MENGUNTUNGKAN SATU PIHAK YAITU PIHAK GOJEK DRIVER SELALU DI BUAT KERJA RODI, INI MERUPAKAN BENTUK PENJAJAHAN",negative,service
review_11729_1,2025-07-25 02:13:27,ga usah di jelaskan juga Udah pada ngerti,negative,none
review_11730_1,2025-07-25 02:13:24,"pelayanan oke,saran saja.",positive,service
review_11730_2,2025-07-25 02:13:24,sebaik nya driver lebih disiplin dan tidak menyuruh customer untuk membatalkan penjemputan.,negative,service
review_11730_3,2025-07-25 02:13:24,karena saya pernah ngalami order gocar,neutral,service
review_11730_4,2025-07-25 02:13:24,tp driver menolak menjemput alasan,negative,service
review_11730_5,2025-07-25 02:13:24,karena jauh,negative,none
review_11730_6,2025-07-25 02:13:24,padahal sy mau menunggu.,neutral,none
review_11730_7,2025-07-25 02:13:24,terimakasih,positive,none
review_11731_1,2025-07-25 01:56:23,kapitalis kotor dan bengis berbalut mitra,negative,service
review_11732_1,2025-07-25 01:31:42,top,neutral,none
review_11733_1,2025-07-25 01:25:43,sangat membantu,positive,none
review_11734_1,2025-07-25 01:24:23,lebih banyak diskon drpd app sebelah.,positive,service
review_11735_1,2025-07-25 01:16:05,membantu sekali klo lagi dibutuhkan,positive,none
review_11736_1,2025-07-25 01:04:01,jangan diakuisisi/dijual plis gojek.,negative,app dan service
review_11736_2,2025-07-25 01:04:01,aplikasi bangsa yg besar ini,positive,none
review_11737_1,2025-07-25 01:03:47,sangat berguna,positive,none
review_11738_1,2025-07-25 01:00:44,"Saya GO MART DAN GO FOOD hampir setiap hari,",positive,service
review_11738_2,2025-07-25 01:00:44,Namun mengalami kendala.,negative,none
review_11738_3,2025-07-25 01:00:44,BARANG TIDAK LENGKAP.,negative,service
review_11738_4,2025-07-25 01:00:44,MAKANAN BASI.,negative,service
review_11738_5,2025-07-25 01:00:44,SAYA SUDAH KOMPLAIN DAN CHAT DI APLIKASI MENGIRIMKAN BUKTI FOTO DAN TANPA STRUK BELANJA.,negative,app
review_11738_6,2025-07-25 01:00:44,NAMUN TIDAK ADA PENGEMBALIAN DANA.,negative,service
review_11738_7,2025-07-25 01:00:44,TIDAK ADA KEPEDULIAN KEPADA PEMBELI/KESEHATAN KONSUMEN.,negative,service
review_11738_8,2025-07-25 01:00:44,SEJAK SAAT ITU SAYA SEKARANG SERING BERPINDAH KE APLIKASI LAIN.,negative,app dan service
review_11738_9,2025-07-25 01:00:44,ini sangat buruk.,negative,none
review_11738_10,2025-07-25 01:00:44,dan mengecewakan.,negative,none
review_11739_1,2025-07-25 00:55:20,"krna udh jarang bgt di pake, pas cek trnyata mulai bnyk voucher lagi keren gede bgt potongan nya💗",positive,service
review_11740_1,2025-07-25 00:54:55,Promonya ada terus,positive,service
review_11741_1,2025-07-25 00:43:02,gojek aman & nyaman,positive,none
review_11742_1,2025-07-25 00:40:43,SEMAKIN DIPERBARUI MALAH SEMAKIN NGEBUG,negative,app
review_11743_1,2025-07-25 00:33:52,aplikasi gk becus,negative,app
review_11743_2,2025-07-25 00:33:52,padahal saya perasaan gk pesan makanan tiba² pesan dan gk bisa dibalikin,negative,app
review_11744_1,2025-07-25 00:25:46,driver minta ganti rugi setelah transaksi di batalkan,negative,service
review_11745_1,2025-07-25 00:25:21,b1738jvf tolong akunya dipm supirnya bawa mobil ugal-ugalan,negative,service
review_11746_1,2025-07-25 00:08:49,"permohonan hapus akun lama,",neutral,service
review_11746_2,2025-07-25 00:08:49,"tp kendala nya masih asa saldo 1 rupiah,dan harus saldo 0...",negative,app
review_11746_3,2025-07-25 00:08:49,"kita sbg pengguna lho,hapus akun aja harus saldo Nol,,,",negative,service
review_11746_4,2025-07-25 00:08:49,tp klo uang kita yg hilang gak ada tu suruh ganti...,negative,service
review_11746_5,2025-07-25 00:08:49,"itu akun jg akun kita,saldo jg saldo kita,kita jg gak minta saldo di pindah k akun yg baru.",negative,service
review_11747_1,2025-07-24 23:45:25,sangat bermanfaat untuk masyarakat,positive,none
review_11748_1,2025-07-24 23:30:13,"sejauh ini belum kecewa , pertahankan terus kinerja nya ya terimakasih",positive,service
review_11749_1,2025-07-24 23:23:02,makin kesini drivernya makin ga jelas.,negative,service
review_11749_2,2025-07-24 23:23:02,suka cancel tiba-tiba apalagi,negative,service
review_11749_3,2025-07-24 23:23:02,kalo udah setengah jalan mau pick up kita.,negative,service
review_11749_4,2025-07-24 23:23:02,kita yg lagi terburu-buru jadi susahh.,negative,service
review_11749_5,2025-07-24 23:23:02,kalo emg dari awal gamau ambil gausah diambill🙏,negative,service
review_11750_1,2025-07-24 22:59:00,oke,positive,none
review_11751_1,2025-07-24 22:46:42,"aplikasinya udah bagus,",positive,app
review_11751_2,2025-07-24 22:46:42,tapi kenapa sekarang agak error ya?,negative,app
review_11751_3,2025-07-24 22:46:42,"alamat rumah saya jadi tidak sesuai, dan titik lokasi tujuan nya jadi berubah juga...",negative,app
review_11752_1,2025-07-24 18:31:05,mimin tolong dong dibagian rekening tambahin dana ovo link aja plissss jangan rekening bang min boncos,negative,app
review_11753_1,2025-07-24 18:30:44,sukses terus,positive,none
review_11754_1,2025-07-24 18:15:12,Gw kecelakaan ga ada penangan apa apa,negative,service
